start,STATE,LGA,Name of SEEFOR FADAMA Community Association (SFCA),Name of SEEFOR FADAMA User Groups (SFUG),Type of Sub-project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub-Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement,Status of Sub-Project,Duration of Sub-Project Implementation,Total Number of Service Providers,Total number of enterprise beneficiaries,Number of members with access to extension services,People that has access to services support by the SEEFOR FADAMA Project,People that has access to services support by the SEEFOR FADAMA Project/Capacity building services,People that has access to services support by the SEEFOR FADAMA Project/Advisory Services,People that has access to services support by the SEEFOR FADAMA Project/People that have access to rural infrastructure services,People that has access to services support by the SEEFOR FADAMA Project/Input Support,Number of Meetings,Frequency of meetings held by Group,Average Size of Each Members’ Household,Number of Direct Beneficiaries: Male,Number of Direct Beneficiaries: Female,Number of beneficiaries under supported services: Male,Number of beneficiaries under supported services: Female,Number of Indirect Beneficiaries: Male,Number of Indirect Beneficiaries: Female,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),Crop Production: Metric Tons per Hecta,Fishery: Number of Kg,Livestock: Number of Livestock,Poultry: Number of Birds,Poultry: Crate of Eggs,Processing: Volume of Produce Processed (Kg),Number of Production Cycle,FUEF Amount Saved,Picture of Sub-project 1,Picture of Sub-project 2,GPS Coordinates of site,_GPS Coordinates of site_latitude,_GPS Coordinates of site_longitude,_GPS Coordinates of site_altitude,_GPS Coordinates of site_precision,Success Stories due to presence of intervention,Do you have any challenges?,"If yes, what is the challenge?",Risk factors,Risk factors/Militancy,Risk factors/Oil Spillage,Risk factors/Flood,Risk factors/Others,"If others, specify?",Name of Data Collector,Signature of Data Collector,Name of SEEFOR FADAMA User Groups (SFUGs),Type of enterprise,Total number of membership,Frequency of meetings held,Number of Male,Number of Female,Frequency of meetings held by Groups,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),People that has access to services support by the SEEFOR FADAMA Project,Amount disbursed,Duration of Sub-Project,Total Number of Service Provider,Picture of Site,GIS Coordinates of site,_GIS Coordinates of site_latitude,_GIS Coordinates of site_longitude,_GIS Coordinates of site_altitude,_GIS Coordinates of site_precision,Increase of Agricultural Production for SEEFOR FADAMA,Picture of Sub-project,calculation,Number of Indirect Beneficiaries Male ${calculation},calculation_001,Number of Indirect Beneficiaries Female ${calculation_001},Sustainability Measures,Picture of Sub-project 3,"If yes, specify?",_id,_uuid,_submission_time,_validation_status,_index
2019-09-24T14:25:59.994+01:00,EDO,ESAN WEST,OSETOHAMEN,OSE ONOSE OIL PALM PROCESSING COOPERATIVE SOCIETY,PROCESSING,,,,,Palm Oil Processing,,,,1019000,713300,305700,1019000,16-08-18,Completed,7 - 9 Months,2,15,15,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,24,2,6,13,2,13,2,45,15,2,1,9,6,,,,,,1000,2,95000,1569332410662.jpg,,6.682195 6.201763333333334 343.5 4.8,6.682195,6.201763333,343.5,4.8,INCREASE IN INCOME,Yes,ISSUE OF CAPITAL,,,,,,,OMORUYI JOHN,1569332560386.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37573383,49c55cf6-38dd-487f-8a93-fa164b0f2566,2019-09-24T16:20:30,,1956
2019-09-24T15:48:07.681+01:00,EDO,IGUEBEN,NEW HORIZON SFCA,,RURAL INFRASTRUCTURE,,,,,,,Others,,5250000,4725000,525000,4725000,09-04-19,On-going,4 - 6 Months,3,40,40,People that have access to rural infrastructure services,0,0,1,0,6,6,56,28,12,28,12,,,,,,,,,,,,,,,1569338202995.jpg,1569338231517.jpg,6.509236666666667 6.238663333333333 240.9 5.0,6.509236667,6.238663333,240.9,5,"IT HAS HELP THE COOPERATIVE TO PROCURE WORKING EQUIPMENT DUE TO POWER OUTAGE, WE ARE YET TO COMMENCE WORK",Yes,YET TO PRODUCE DUE TO NON AVAILABILITY OF POWER,,,,,,,JACOB AGNES LAMAI,1569338484314.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37578736,fbfb55aa-a468-4cfe-bdae-be9b25c7da55,2019-09-24T17:54:51,,1957
2019-09-25T10:37:05.918+01:00,EDO,ESAN NORTH EAST,ENOBUN,OWALA PLAINTAIN COOPERATIVE,CROP PRODUCTION,Plantain,,,,,,,,694000,436300,257700,436300,16-08-18,Completed,10 - 12 Months,2,21,21,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,0,5,16,3,6,5,16,0,0,2,7,13,,,,,,2,3200000,1569404440473.jpg,,6.71402 6.315428333333333 382.1 3.9,6.71402,6.315428333,382.1,3.9,IT'S HAS IMPROVE FAMERS LIVELIHOOD,No,,,,,,,,OBASOGIE ELVIS,1569404725494.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37678426,399a0e9b-dad4-41ba-88cf-dfe80f3de92b,2019-09-26T08:12:58,,1958
2019-09-25T10:46:58.791+01:00,EDO,ESAN NORTH EAST,ENOBUN,OJO PLAINTAIN FARMERS COOPERATIVE,CROP PRODUCTION,Plantain,,,,,,,,694000,436300,257700,436300,16-08-18,Completed,10 - 12 Months,2,13,13,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,7,8,5,5,2,8,5,0,0,4,2,17,,,,,,2,2800000,1569405711253.jpg,,6.729896666666667 6.360626666666667 282.5 4.5,6.729896667,6.360626667,282.5,4.5,IMPROVE FAMERS INCOMER,No,,,,,,,,OBASOGIE ELVIS,1569405163243.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37678430,146fe090-3946-42aa-9a25-7091459cd865,2019-09-26T08:13:00,,1959
2019-09-25T15:38:46.191+01:00,EDO,ESAN SOUTH EAST,ISELU OGHU,ENOSADEBA YAM FARMERS,CROP PRODUCTION,Yam/Minisett,,,,,,,,732000,450400,281600,450400,07-09-16,Completed,4 - 6 Months,2,9,9,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,1,8,,3,1,8,0,0,0,4,25,,,,,,3,220000,1569423493768.jpg,,6.532006666666666 6.29803 277.1 3.7,6.532006667,6.29803,277.1,3.7,IMPROVE FAMERS LIVELIHOOD AND INCOME,No,,,,,,,,OBASOGIE ELVIS,1569423053395.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37678455,9f1f4e98-530a-492b-b2a2-dea82d71cb9c,2019-09-26T08:13:32,,1960
2019-09-26T12:00:21.639+01:00,EDO,OWAN WEST,IVBIOWAN,OIFOMEINA CASSAVA FARMERS,CROP PRODUCTION,Cassava,,,,,,,,810000,506000,304000,506000,16-08-18,Completed,7 - 9 Months,2,20,20,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,7,13,3,5,7,13,0,0,2,4,18,,,,,,2,270000,1569496393719.jpg,,6.909178333333333 5.943456666666666 90.5 4.7,6.909178333,5.943456667,90.5,4.7,IT'S HAS IMPROVE THE FARMERS INCOME AND LIVELIHOOD,No,,,,,,,,OBASOGIE ELVIS,1569496539235.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37697328,b58279cc-adf0-42b7-87e6-4bd3cd819bac,2019-09-26T13:44:57,,1961
2019-09-26T12:16:49.830+01:00,EDO,OWAN WEST,OBOKHAI,OMUAN SPECIALIZED CASSAVA FARMERS,CROP PRODUCTION,Cassava,,,,,,,,840000,521000,319000,521000,16-08-18,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,8,2,3,1,8,2,0,0,4,2,15,,,,,,2,280000,1569497163189.jpg,,6.910238333333332 5.943413333333332 86.5 4.5,6.910238333,5.943413333,86.5,4.5,IT'S HAS PROVIDE SOURCE OF INCOME FOR THE FARMERS,No,,,,,,,,OBASOGIE ELVIS,1569497455930.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37697331,2f4b67b0-7a75-4497-9569-a8550d654437,2019-09-26T13:44:59,,1962
2019-09-26T13:21:00.647+01:00,EDO,OWAN WEST,OGUAN,IMEVBORE FARMERS COOPERATIVE,CROP PRODUCTION,Cassava,,,,,,,,806000,504000,302000,504000,16-08-18,Completed,7 - 9 Months,23,20,20,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,12,8,6,2,12,8,0,0,5,2,18,,,,,,2,190000,1569501984670.jpg,,6.907254999999999 5.921233333333333 104.3 3.6,6.907255,5.921233333,104.3,3.6,ITS HAS BOOST FAMERS SOURCE OF INCOME,No,,,,,,,,OBASOGIE ELVIS,1569501026263.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37697335,888a31ec-308d-4c37-948e-ce68b6a75df0,2019-09-26T13:45:06,,1963
2019-09-26T12:14:06.395+01:00,EDO,OWAN WEST,OBOKHAI,DIVINE LIBERATION FARMERS MPCS CASSAVA,CROP PRODUCTION,Cassava,,,,,,,,840000,521000,319000,840000,16-08-18,Completed,7 - 9 Months,2,15,15,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,9,6,9,6,9,6,0,0,0,0,28,,,,,,2,156000,1569496862870.jpg,,6.909508333333334 5.943553333333334 86.1 4.9,6.909508333,5.943553333,86.1,4.9,INCREASE IN FARM PRODUCTIVITY,No,,,,,,,,OMORUYI JOHN,1569496925003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37698156,185b164e-90ec-4fd0-87f5-4f5f1e0a0123,2019-09-26T13:54:13,,1964
2019-09-26T12:22:22.738+01:00,EDO,OWAN WEST,OBOKHAI,DESTINY FADAMA III YOUTH MAIZE FARMERS MPCS,CROP PRODUCTION,Maize,,,,,,,,790000,496000,294000,790000,16-08-18,Completed,4 - 6 Months,2,14,14,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,3,8,6,8,6,24,18,0,0,15,8,20,,,,,,3,100000,1569497533114.jpg,,6.909904999999999 5.943503333333332 78.5 4.8,6.909905,5.943503333,78.5,4.8,INCREASE IN FARM INCOME,No,,,,,,,,OMORUYI JOHN,1569497608551.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37698160,af5678a4-67dd-404a-b7c8-d7b2773cad54,2019-09-26T13:54:17,,1965
2019-09-26T13:33:37.774+01:00,EDO,OWAN WEST,OBOKHAI,OMOZI AGROVET MPCS,CROP PRODUCTION,Oil Palm,,,,,,,,915000,503500,411500,915000,16-08-18,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,6,4,6,4,36,24,9,3,13,5,27,,,,,,1,218000,1569501558666.jpg,,6.907621666666667 5.921131666666668 115.9 4.8,6.907621667,5.921131667,115.9,4.8,INCOME INCREASED,No,,,,,,,,OMORUYI JOHN,1569501622335.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37698186,d8e3435c-a77b-4a02-84ba-64240c74a62a,2019-09-26T13:54:32,,1966
2019-09-26T13:40:35.456+01:00,EDO,OWAN WEST,UGUAN,UGBETURU UNITED FARMERS CO-OPERATIVE SOCIETY,CROP PRODUCTION,Cassava,,,,,,,,806000,504000,302000,806000,16-08-18,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,19,2,4,8,2,8,2,32,8,0,0,13,5,29,,,,,,2,102000,1569502000844.jpg,,6.907813333333333 5.92152 93.6 4.9,6.907813333,5.92152,93.6,4.9,INCREASE IN INCOME,Yes,INADEQUATE CAPITAL,,,,,,,OMORUYI JOHN,1569502072468.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37698193,79001bcb-b3b0-4dc5-b035-8611e459946a,2019-09-26T13:54:35,,1967
2019-09-26T14:40:39.655+01:00,DELTA,BOMADI,EZEBIRI,GOD'S FAVOUR CASSAVA FARMERS,CROP PRODUCTION,Cassava,,,,,,,,3193300,2474000,719300,2474000,15-01-18,Completed,4 - 6 Months,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,19,1,7,3,7,,,21,49,0,0,0,0,,,,,,,,,1569508121344.jpg,,5.303444999999999 5.794543333333333 10.4 4.5,5.303445,5.794543333,10.4,4.5,,Yes,THEIR FARM HAVE BEEN SUBMERGED BY FLOOD,Flood,0,0,1,0,,ADOH WILSON P E.,1569505406300.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37726638,b2546fbd-5724-4570-8a27-7ef4ee293b9e,2019-09-26T21:03:55,,1968
2019-09-26T12:50:46.210+01:00,DELTA,BOMADI,OKOLOBA,SALEBIKE FISH FARMERS,FISHERY,,Fish Pond,,,,,,,2391814.29,1603364.29,788450,1603364.29,29-07-15,Completed,1 - 3 Months,2,10,,Capacity building services Advisory Services,1,1,0,0,2,72,7,5,5,5,5,35,35,,,0,,,1000,,,,,1,10000,1569501063344.jpg,1569500987900.jpg,5.2909749999999995 5.836238333333334 60.8 7.6,5.290975,5.836238333,60.8,7.6,,Yes,FLOOD,Flood,0,0,1,0,,ISIBOR ISIOMA,1569499419892.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37747919,1e65cf31-aa2e-4cdd-8faf-4c48ad20a9e9,2019-09-27T08:56:44,,1969
2019-09-26T16:17:10.684+01:00,DELTA,UDU,OKOLOR INLAND,OKEOGHENE FISH FARMERS,FISHERY,,Fish Pond,,,,,,,1911572.15,1281972.15,629600,1281972.15,26-06-15,Completed,4 - 6 Months,4,11,11,Capacity building services Advisory Services Input Support,1,1,0,1,,,7,4,7,4,7,,,,0,0,0,,,,,,,,,1569511200009.jpg,1569511213249.jpg,5.423246666666667 5.836821666666666 6.7 3.4,5.423246667,5.836821667,6.7,3.4,,Yes,PROJECT ABANDONED BY MEMBERS DUE TO HIGH COST OF FEEDS,,,,,,,UKPAKA CHARLES,1569511333753.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37821993,291c3e43-1c1b-44d9-9021-ea6ba42be81f,2019-09-28T16:47:34,,1970
2019-09-27T08:55:18.834+01,DELTA,UDU,GOD BLESS,,RURAL INFRASTRUCTURE,,,,,,,Rural Market,,3896300,3506670,389630,2331935.55,07-08-15,Abandoned,Above 1 Year,1,716,0,People that have access to rural infrastructure services,0,0,1,0,18,2,5,199,517,199,517,,,,,,,,,,,,,,,1569571078744.jpg,1569571138585.jpg,5.532596666666666 5.809656666666666 4.0 4.6,5.532596667,5.809656667,4,4.6,NONE,Yes,"COMMUNUAL CRISIS

EMBARRASSMENT OF SERVICE PROVIDED BY COMMUNITY PERSONNEL THIS LEAD TO THE ABANDONMENT OF THE SUBPROJECT",,,,,,,FAITH ODERHOHWO,1569908365521.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37956286,65d74e2b-ae12-46ad-a043-44c904496a60,2019-10-01T05:59:51,,1971
2019-10-01T11:37:17.031+01:00,DELTA,UGHELI SOUTH,EFFURUN-OTOT,PROGRESS OIL PALM PROCESSING,PROCESSING,,,,,Palm Oil Processing,,,Others,3.15E+07,2291860,856740,2291860,08-08-19,Completed,Above 1 Year,4,10,,,,,,,10,10,6,9,1,63,7,63,7,10,0,0,0,,,,,,,,,1569927073943.jpg,1569927107765.jpg,5.475779999999999 5.9354433333333345 1.2 2.1,5.47578,5.935443333,1.2,2.1,,No,,,,,,,,ROLAND OBUH,1569928156645.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37973656,65741e89-7bb4-460a-a2ac-905a31fe2803,2019-10-01T11:24:34,,1972
2019-10-01T16:47:56.890+01:00,EDO,OWAN WEST,UGUAN,UYI OSAIFO FADAMA III FISH FARMERS CO-OPERATIVE SOCIETY,FISHERY,,Fish Pond,,,,,,,976000,625200,350800,976000,16-08-18,Completed,7 - 9 Months,2,15,15,Capacity building services Input Support Advisory Services,1,1,0,1,24,2,4,8,7,8,7,32,24,3,1,12,6,,1200,,,,,2,128000,1569946686980.jpg,,6.884033333333334 5.939476666666667 63.4 5.0,6.884033333,5.939476667,63.4,5,INCREASE IN FARM INCOME,Yes,HIGH COST OF FEEDS AND FINGERLINGS,,,,,,,OMORUYI JOHN,1569945901442.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38022884,f249d262-4910-4ff4-8eed-cf223484fe14,2019-10-02T06:07:48,,1973
2019-09-30T10:12:02.306+01:00,BAYELSA,EKEREMOR,AMANAGBENE,PERE AGE OGBO,CROP PRODUCTION,Cassava,,,,,,,,1040000,736000,304000,736000,08-09-15,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,10,1,5,4,6,4,6,25,45,0,0,0,0,3100,,,,,,4,28000,1569834885615.jpg,,5.043683333333333 5.820755000000001 2.3 3.6,5.043683333,5.820755,2.3,3.6,,Yes,FLOODING PROBLEMS,Flood,0,0,1,0,,SUODOH EGBUSON,1569834929108.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035922,51944d37-5d68-4152-8af0-dc330a29d096,2019-10-02T10:10:13,,1974
2019-09-30T10:18:17.773+01:00,BAYELSA,EKEREMOR,AMANAGBENE,EBIDOU OGBO,CROP PRODUCTION,Cassava,,,,,,,,1040000,736000,304000,736000,07-10-14,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,11,1,3,5,5,5,5,30,40,0,0,0,0,2800,,,,,,3,34000,1569835325135.jpg,,5.041575 5.81792 1.7 3.4,5.041575,5.81792,1.7,3.4,THE INTERVENTION HAS HELPED US GREATLY,Yes,FLOODING,Flood,0,0,1,0,,SUODOH EGBUSON,1569835410819.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035931,40ca31ea-e869-445c-ba66-3014b537f5a6,2019-10-02T10:10:18,,1975
2019-10-02T11:29:41.212+01:00,EDO,AKOKO-EDO,IGARRA UNITED,ANSARUDEEN CASSAVA GROWERS COOPERATIVE,CROP PRODUCTION,Cassava,,,,,,,,266000,162800,103200,162800,25-06-15,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,5,5,3,1,5,5,0,0,4,0,24,,,,,,4,220000,1570012232960.jpg,,7.260286666666667 6.128726666666667 257.3 4.5,7.260286667,6.128726667,257.3,4.5,INCREASE FARMERS INCOME,No,,,,,,,,OBASOGIE ELVIS,1570012906456.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38051285,811bfb61-33cb-43bd-a367-09bfef254001,2019-10-02T13:52:06,,1976
2019-10-02T12:55:30.049+01:00,EDO,AKOKO-EDO,OKPE/IJAJA,ONOBUME CASSAVA FARMERS,CROP PRODUCTION,Cassava,,,,,,,,277200,177560,99640,177560,08-07-14,Completed,7 - 9 Months,2,14,14,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,12,2,4,1,12,2,0,0,4,0,20,,,,,,5,190000,1570017716567.jpg,,7.282933333333333 6.0344516666666665 326.1 5.0,7.282933333,6.034451667,326.1,5,IMPROVE FAMERS LIVELIHOOD,No,,,,,,,,OBASOGIE ELVIS,1570017901584.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38051338,0f7bda36-189f-4b32-a1f4-e158e3c4a6c9,2019-10-02T13:52:24,,1977
2019-10-02T10:49:22.610+01:00,EDO,AKOKO-EDO,IGARRA UNITED,AFEBU COCOA GROWERS CO-OPERATIVE SOCIETY,CROP PRODUCTION,Others,,,,,,,,363700,221450,142250,363700,25-06-15,Completed,1 - 3 Months,2,17,17,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,9,8,9,13,45,25,0,0,10,3,,,,,,,4,350000,1570010873227.jpg,,7.269764999999999 6.124951666666667 278.4 4.9,7.269765,6.124951667,278.4,4.9,INCREASE IN INCOME,No,,,,,,,,OMORUYI JOHN,1570010937541.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38056219,b096ff16-20fb-43fa-892c-f0a4aa86849e,2019-10-02T14:59:23,,1978
2019-10-02T11:09:46.792+01:00,EDO,AKOKO-EDO,IGARRA UNITED,NURUDEEN CASSAVA GROWER COOPERATIVE,CROP PRODUCTION,Cassava,,,,,,,,226000,140800,85200,226000,25-06-15,Completed,4 - 6 Months,2,10,10,Advisory Services Capacity building services Input Support,1,1,0,1,28,2,4,9,1,9,1,9,5,0,0,12,2,23,,,,,,4,180000,1570011932309.jpg,,7.262298333333333 6.1281316666666665 250.5 4.5,7.262298333,6.128131667,250.5,4.5,INCREASE IN FARM PRODUCTIVITY,Yes,POOR LAND FERTILITY,Others,0,0,0,1,HERDSMEN ATTACK,OMORUYI JOHN,1570011473813.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38056226,5af4ab2e-bbbd-42da-b062-ea51f50386a3,2019-10-02T14:59:29,,1979
2019-10-02T11:35:57.728+01:00,EDO,AKOKO-EDO,OKPE/IJAJA,UREMANIGBO CASSAVA FARMERS MPCS,CROP PRODUCTION,Cassava,,,,,,,,345800,225900,119900,345800,08-07-14,Completed,7 - 9 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,38,2,4,15,10,15,10,60,40,0,0,25,15,30,,,,,,5,250800,1570017737733.jpg,,7.283063333333333 6.034369999999999 312.1 5.0,7.283063333,6.03437,312.1,5,INCREASE IN FARM PRODUCTIVITY,No,,,,,,,,OMORUYI JOHN,1570017516176.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38056237,81727fa3-123f-4466-9e8c-8d3617502d0f,2019-10-02T14:59:37,,1980
2019-10-02T13:03:02.524+01:00,EDO,AKOKO-EDO,OKPE/IJAJA,AKUGBE SISTERS CASSAVA PROCESSING,PROCESSING,,,,,Cassava Processing,,,,541000,378700,162300,541000,08-07-14,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,0,10,0,10,0,50,1,3,2,5,,,,,,1000,1,65000,1570017864784.jpg,,7.2834900000000005 6.033833333333333 312.1 4.4,7.28349,6.033833333,312.1,4.4,INCREASE IN INCOME,No,,,,,,,,OMORUYI JOHN,1570017997698.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38056243,f85fca2d-901f-445c-a653-3942a6dac42b,2019-10-02T14:59:44,,1981
2019-10-01T13:17:05.660+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR,AYAOBARO FISH FARMERS FUG,FISHERY,,Fish Pond,,,,,,,4326300,2814750,1511550,2814750,28-03-19,Completed,4 - 6 Months,4,12,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,12,5,10,2,10,2,70,35,0,0,0,0,,0,,,,,,,1569932414487.jpg,1569932430643.jpg,5.488989999999999 5.946486666666668 3.9 2.8,5.48899,5.946486667,3.9,2.8,,No,,,,,,,,AGBACHE VELVET,1569934463943.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38060915,6d0eb91b-f5f7-4127-8f6a-670246476c47,2019-10-02T15:57:14,,1982
2019-10-03T10:28:36.243+01:00,EDO,ETSAKO WEST,AUCHI SUCCESS,IKHIDE MPCS (CASSAVA),CROP PRODUCTION,Cassava,,,,,,,,885000,520000,365000,885000,16-08-18,Completed,4 - 6 Months,2,20,20,Advisory Services Capacity building services Input Support,1,1,0,1,18,2,6,14,6,14,6,15,6,0,0,0,0,25,,,,,,2,102000,1570095301978.jpg,,7.084321666666667 6.2542316666666675 132.3 4.5,7.084321667,6.254231667,132.3,4.5,INCREASE IN FARM PRODUCTIVITY,No,,,,,,,,OMORUYI JOHN,1570095341548.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38118918,0e4fd283-e2e3-4cb7-828c-38c918ff3970,2019-10-03T13:22:27,,1983
2019-10-03T10:49:48.370+01:00,EDO,ETSAKO WEST,IKABIGBO,ALUAYE FADAMA III,CROP PRODUCTION,Cassava,,,,,,,,880000,516500,363500,880000,16-08-18,Completed,7 - 9 Months,2,20,20,Capacity building services Advisory Services Input Support,1,1,0,1,26,2,4,12,8,12,8,48,16,0,0,0,0,24,,,,,,2,185000,1570096725911.jpg,,7.083528333333334 6.2542366666666664 165.3 4.9,7.083528333,6.254236667,165.3,4.9,INCREASE IN INCOME,No,,,,,,,,OMORUYI JOHN,1570096761295.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38118948,f6b9239e-5c16-4702-884e-47f5abe14c10,2019-10-03T13:23:15,,1984
2019-10-03T13:51:03.665+01,EDO,ETSAKO CENTRAL,UDABA EKPERI,UDABA EKPERI FADAMA CASSAVA FARMERS CS,CROP PRODUCTION,Cassava,,,,,,,,1142500,742950,399550,742950,09-04-19,Completed,10 - 12 Months,2,15,15,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,4,10,5,10,5,3,0,3,0,0,0,0,,,,,,0,0,1570107159399.jpg,,6.845608333333333 6.584668333333333 36.5 4.5,6.845608333,6.584668333,36.5,4.5,,Yes,FLOODING,,,,,,,OMORUYI ADESUWA FAITH,1570107196524.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38316014,11a6a370-9c37-4df3-97b3-e633ce92d045,2019-10-07T15:03:35,,1985
2019-10-03T13:53:30.946+01,EDO,ETSAKO CENTRAL,UDABA EKPERI,GRACIOUS FADAMA III,CROP PRODUCTION,Cassava,,,,,,,,1142500,742950,399550,742950,09-04-19,Completed,10 - 12 Months,2,15,15,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,6,10,5,10,5,4,1,4,1,0,0,0,,,,,,0,0,1570107270791.jpg,,6.845363333333334 6.584826666666667 29.8 2.8,6.845363333,6.584826667,29.8,2.8,,Yes,FLOODING,,,,,,,OMORUYI ADESUWA FAITH,1570107298150.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38316022,ee0ebb0e-f278-4882-9be9-4ab59e6a751c,2019-10-07T15:03:40,,1986
2019-10-07T14:34:14.675+01:00,RIVERS,AHOADA EAST,UKPELI-OWU,,RURAL INFRASTRUCTURE,,,,,,,Culvert,,2610000,2430000,280000,2430000,12-05-19,Completed,4 - 6 Months,1,29,29,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,8,1,6,14,15,14,15,8,140,0,0,,140,,,,,,,,,1570455534308.jpg,1570455602158.jpg,4.9719983333333335 6.630930000000001 -3.2 7.3,4.971998333,6.63093,-3.2,7.3,EASE TRANSPORTATION OF FARM PRODUCE,No,,,,,,,,NKPAH K. BARRY,1570455717014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38316548,a9630add-c4ca-4f55-b3af-27c01e8a1f05,2019-10-07T15:09:35,,1987
2019-10-07T02:53:41.051+01:00,RIVERS,GOKANA,K/B DERE SEEFOR FADAMA COMMUNITY ASSOCIATION,KEGBARA DERE LEMENE SEEFOR FADAMA FISH FARMERS,FISHERY,,Fish Pond,,,,,,,2220950,1550950,670000,1550950,18-08-16,Completed,4 - 6 Months,1,9,9,Capacity building services People that have access to rural infrastructure services Advisory Services Input Support,1,1,1,1,37,1,4,4,5,4,5,11,10,4,3,7,7,,10300,,,,,6,5200,1570448303282.jpg,1570448329364.jpg,4.665546666666667 7.275876666666666 40.1 5.0,4.665546667,7.275876667,40.1,5,GOOD MAINTENACE AND INCREASE IN PRODUCTION,No,,,,,,,,BAADOM ESTHER T.,1570413925599.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38318907,a278396e-946a-4112-88f6-1a107b986f84,2019-10-07T15:48:05,,1988
